striker,NCBPI,n_balls,confidence,CWBPI,CWBPI_normalized
V Suryavanshi,1.9230006356781784,129,0.0490680867249904,1.0125195580072852,0.8338983826105959
KR Mayers,1.4236895388957873,276,0.0994236311239193,1.0110897509848362,0.8327208115167475
R Shepherd,2.2353850887292337,93,0.0358657925183185,1.011082780274002,0.8327150705269124
PA Patel,1.0521984124818595,2606,0.5103799451625538,1.0097680961469633,0.8316323132028574
DPMD Jayawardene,1.0738960218226066,1713,0.4065986233088061,1.0095966582911922,0.8314911191394784
Nithish Kumar Reddy,1.2968294584655502,382,0.1325468424705066,1.0094502738141942,0.8313705587239856
BJ Hodge,1.0807660259119911,1493,0.3739043325820185,1.0086227179276912,0.8306889940965991
M Vohra,1.1288043453070775,894,0.2634060106069534,1.008543877637948,0.8306240622248329
MK Lomror,1.2784888369463134,392,0.1355463347164592,1.0079579737488322,0.8301415191454078
A Symonds,1.1154685578340462,952,0.2757821552723059,1.0068867042458516,0.8292592350464876
JP Inglis,1.589050407149477,177,0.0661187896899514,1.006764571559255,0.8291586481007724
Mandeep Singh,1.0772079108025832,1448,0.3667679837892604,1.0064954130802453,0.8289369725602487
R Dravid,1.0512023707451963,2225,0.4708994708994709,1.0058776954299955,0.8284282280669896
R Powell,1.3817282774100752,261,0.0945309670409272,1.0048815343725814,0.8276078023398736
JD Ryder,1.1827757761477706,532,0.1754617414248021,1.003655524046597,0.8265980756439129
DJ Hussey,1.0834127679631922,1162,0.3173129437465866,1.0029416909808566,0.8260101717024361
STR Binny,1.127711134194738,713,0.2219109866168689,1.0015265716400612,0.8248446971986025
Atharva Taide,1.4790155617324616,188,0.0699404761904761,1.0014515482159116,0.8247829088493688
M Vijay,1.038915868192498,2385,0.4882292732855681,1.0013635991070164,0.8247104750686287
Rahmanullah Gurbaz,1.3144700468962487,283,0.1016888250089831,1.0010211495761072,0.8244284379388838
Aniket Verma,1.5964508739711976,148,0.0558912386706948,1.0008011953725091,0.8242472864211888
Ramandeep Singh,1.6177589472819645,142,0.0537471612414837,1.0005937193462175,0.8240764117734976
ST Jayasuriya,1.1119107188159096,778,0.237339841366687,1.0002786379613928,0.8238169147049045
SN Thakur,1.3530142066666917,246,0.0895848506919155,1.000250666729306,0.8237938779497007
JP Faulkner,1.2121820280552829,406,0.1397109428768066,0.9999975015103622,0.8235853742571636
PC Valthaty,1.1667783768481166,507,0.1686065846358496,0.9994690632060734,0.8231501591111736
K Gowtham,1.511552394355007,165,0.0619136960600375,0.9993444581865832,0.8230475359831597
JR Hopes,1.2618787734458503,314,0.1115849324804548,0.9986058176477132,0.822439200918594
JC Archer,1.4195464309120585,196,0.072700296735905,0.9985452286563172,0.8223893005867638
DJ Mitchell,1.2969031598297664,274,0.0987743330930064,0.9982690345320924,0.822161830577265
EJG Morgan,1.064398092945376,1221,0.3281375974200484,0.9979782067952088,0.821922308508296
JP Duminy,1.035202683022326,2039,0.4492178894029522,0.9968330263673036,0.8209791523005218
KM Jadhav,1.0724394624007556,1024,0.2905788876276958,0.9966018290286724,0.8207887410781174
SE Rutherford,1.2117957305444669,358,0.1252624212736179,0.9963854819921576,0.8206105603778973
HM Amla,1.1768327738438935,418,0.1432488005483207,0.9958063521128908,0.820133596287848
Mohammad Nabi,1.337534809387867,221,0.0812201396545387,0.9957523075609652,0.820089085874115
IK Pathan,1.0602031773466647,1156,0.3161925601750547,0.9954709269724868,0.8198573443578405
MV Boucher,1.163355167332267,439,0.1493705341953045,0.9950866806592492,0.8195408839234727
Washington Sundar,1.1562492581654615,458,0.1548343475321163,0.995067273914283,0.8195249007722228
Shahbaz Ahmed,1.1449731260079878,488,0.1633199464524765,0.9948439496287034,0.8193409736973631
SM Katich,1.2252736203134973,310,0.1103202846975089,0.994192760959378,0.8188046628934578
LMP Simmons,1.074710832031292,878,0.2599171107164002,0.99391443058678,0.8185754334966473
E Lewis,1.1193847871447968,552,0.1808650065530799,0.9933641017374168,0.8181221895728548
V Nigam,1.8416450803173845,82,0.0317583268783888,0.9933624061133592,0.8181207930781915
BCJ Cutting,1.4608049692997982,146,0.055177626606198,0.9928663497794552,0.8177122473160332
CL White,1.0804726206952795,774,0.2364080635308491,0.992710031892735,0.8175835058691364
NLTC Perera,1.1926359156271498,326,0.1153573956121726,0.991736073776758,0.8167813662055411
SR Tendulkar,1.0183616726626123,2459,0.4958661020367009,0.9917318388941382,0.8167778784094395
MEK Hussey,1.0306708942712757,1648,0.3972999035679845,0.9914157352357112,0.8165175394091556
Bipul Sharma,1.4941044613362156,124,0.0472560975609756,0.990516687958978,0.8157770953712806
MJ Lumb,1.3030215431341017,198,0.0733876945885841,0.990305819695782,0.8156034269199086
SB Dubey,1.6924057887402328,87,0.0336296868960185,0.9899830458519784,0.8153375944387794
SN Khan,1.123972482133942,456,0.1542625169147496,0.9899791230892238,0.8153343637006761
J Botha,1.1153781206059776,485,0.1624790619765494,0.9898844973174428,0.8152564311042957
R Ashwin,1.0686078642702663,754,0.2317148125384142,0.9894213785059768,0.8148750122716579
SS Tiwary,1.0334481717902095,1339,0.3487887470695494,0.989224781981182,0.8147130978446656
SD Hope,1.456540826739184,125,0.0476190476190476,0.988919786415644,0.8144619073300784
PBB Rajapaksa,1.27783969152954,201,0.0744168826360607,0.9887791980733452,0.8143461205382779
Anuj Rawat,1.1907697525766578,276,0.0994236311239193,0.987932020068381,0.813648395380738
Gurkeerat Singh,1.097224361204384,509,0.1691591890993685,0.987814568245829,0.8135516635358208
A Ashish Reddy,1.2693145931276846,196,0.072700296735905,0.9876233294702128,0.8133941616837157
A Manohar,1.2117468731736316,243,0.0885891359825009,0.98735010068533,0.8131691338904306
HC Brook,1.3283169026556765,159,0.0597969161338849,0.987231750101888,0.81307166183734
AD Mathews,1.0738100351169626,613,0.1969161580469001,0.986859102963497,0.8127647543375972
SW Billings,1.1185605517744834,399,0.1376336667816488,0.9865996882223824,0.8125511036171443
MK Tiwary,1.0207320529336246,1540,0.3811881188118812,0.9865777716624876,0.8125330534138627
TL Suman,1.053579095731659,780,0.2378048780487804,0.9864751617894396,0.8124485452120231
MJ Guptill,1.1895546000937545,251,0.0912395492548164,0.9859778410113412,0.8120389580695179
RN ten Doeschate,1.2006335886787858,238,0.0869247626004382,0.9859742987962816,0.8120360407457134
Sameer Rizvi,1.38965267216878,126,0.0479817212490479,0.9858884511393504,0.8119653376943998
MC Henriques,1.0434625238161437,841,0.2517210416043101,0.9851537918371878,0.8113602815263501
C de Grandhomme,1.19289955493655,233,0.0852542993047932,0.984922221843719,0.8111695633901052
Shakib Al Hasan,1.050220547047911,716,0.222636815920398,0.9843920235338844,0.8107328987256673
Kamran Akmal,1.586578532811895,78,0.030256012412723,0.9843289222490286,0.8106809293005182
D Wiese,1.4004853016240215,105,0.0403071017274472,0.9830701699305912,0.8096442367110751
KK Cooper,1.608817877674915,70,0.0272373540856031,0.983059956200744,0.8096358248115394
