striker,n_balls_mi,mean_P_j,mean_RPB,mean_BoundaryRate,mean_DismissalRate,NCBPI,confidence,CWBPI,CWBPI_normalized
M Kaif,26,0.6730769230769231,0.9615384615384616,0.0769230769230769,0.1153846153846153,0.6923076923076923,0.0494296577946768,0.862100981519144,0.8201799226230577
Abhishek Sharma,15,0.6666666666666666,1.1333333333333333,0.1333333333333333,0.2,0.5666666666666667,0.029126213592233,0.86206818694965,0.8201487227427111
GC Smith,22,0.5,1.1363636363636365,0.2272727272727272,0.0454545454545454,0.6590909090909091,0.0421455938697318,0.8620021384656509,0.8200858859734033
GJ Bailey,21,0.5476190476190477,1.3333333333333333,0.1428571428571428,0.1904761904761904,0.6428571428571429,0.0403071017274472,0.8617372673302682,0.8198338946267046
KK Nair,13,0.5,0.9230769230769232,0.1538461538461538,0.0769230769230769,0.5,0.0253411306042884,0.8615304410898046,0.8196371256477377
HH Gibbs,226,0.7256637168141593,1.079646017699115,0.1106194690265486,0.0221238938053097,0.8407079646017699,0.3112947658402203,0.861522198731501,0.819629284087479
MD Shanaka,16,0.5,1.0625,0.125,0.0625,0.5625,0.0310077519379844,0.8613665044168018,0.8194811606614301
Vishnu Vinod,8,0.5,0.625,0.0,0.125,0.25,0.0157480314960629,0.8611518036989563,0.8192769001143194
N Wadhera,76,0.631578947368421,1.2894736842105263,0.1710526315789473,0.0657894736842105,0.7960526315789473,0.1319444444444444,0.8610505490956072,0.8191805691803333
JR Hopes,40,0.5,1.325,0.2,0.05,0.7375,0.074074074074074,0.8610465116279069,0.8191767280410504
CH Morris,4,0.625,0.0,0.0,0.5,-0.375,0.0079365079365079,0.8610418973791066,0.8191723381675842
SP Narine,72,0.5625,1.3611111111111112,0.2083333333333333,0.1111111111111111,0.7916666666666666,0.1258741258741259,0.8609530004878843,0.8190877640319235
KP Pietersen,36,0.5,1.3333333333333333,0.1388888888888889,0.0277777777777777,0.7222222222222222,0.0671641791044776,0.8609423811176674,0.8190776610458123
Younis Khan,7,0.5,0.4285714285714285,0.0,0.1428571428571428,0.1428571428571428,0.0138067061143984,0.8608779413788359,0.8190163547938282
DJ Hussey,32,0.5,1.28125,0.15625,0.03125,0.703125,0.0601503759398496,0.8608366847350934,0.8189771043213224
MD Mishra,6,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0118577075098814,0.860602996598952,0.8187547796499357
JD Unadkat,13,0.9230769230769232,0.6923076923076923,0.0769230769230769,0.0769230769230769,0.4615384615384615,0.0253411306042884,0.8605557822204088,0.8187098611471496
R Powell,20,0.5,1.1,0.15,0.05,0.6,0.0384615384615384,0.8605098389982111,0.8186661519886693
JP Faulkner,16,0.5,0.9375,0.1875,0.0625,0.53125,0.0310077519379844,0.8603975121687398,0.8185592872335198
UT Yadav,8,0.5,0.5,0.0,0.125,0.1875,0.0157480314960629,0.8601675517304523,0.8183405089946311
RD Chahar,4,1.0,0.0,0.0,0.5,-0.5,0.0079365079365079,0.8600498338870431,0.8182285153723426
R Tewatia,18,0.5,1.0555555555555556,0.1111111111111111,0.0555555555555555,0.5555555555555556,0.0347490347490347,0.8599712669480111,0.8181537688781878
R Sharma,6,0.5,0.0,0.0,0.1666666666666666,-0.0833333333333333,0.0118577075098814,0.8596148543064619,0.8178146873795766
R Dhawan,20,0.575,1.05,0.1,0.1,0.575,0.0384615384615384,0.8595483005366726,0.81775136989482
KL Rahul,69,0.5652173913043478,1.3043478260869563,0.1304347826086956,0.0434782608695652,0.7753623188405797,0.1212653778558875,0.8593411533902808,0.8175542956144963
HV Patel,12,0.5,0.9166666666666666,0.0833333333333333,0.25,0.375,0.0234375,0.8593068677325582,0.8175216771525053
E Lewis,8,0.5,0.25,0.0,0.0,0.125,0.0157480314960629,0.8591832997619484,0.8174041178749427
A Badoni,7,0.5,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0138067061143984,0.8589055547910647,0.8171398787038807
M Rawat,23,0.5,1.0869565217391304,0.1304347826086956,0.0434782608695652,0.5869565217391305,0.0439770554493307,0.8584419049312997,0.8166987745707708
JH Kallis,194,0.7164948453608248,1.0,0.1391752577319587,0.056701030927835,0.8247422680412371,0.2795389048991354,0.8580188995375644,0.8162963385005884
Mohsin Khan,7,0.5,0.0,0.0,0.1428571428571428,-0.0714285714285714,0.0138067061143984,0.8579193614971791,0.816201640658907
CL White,28,0.5,1.1071428571428572,0.1785714285714285,0.0357142857142857,0.625,0.053030303030303,0.8578884778012685,0.8161722587328156
GH Vihari,8,0.5,0.125,0.0,0.125,0.0,0.0157480314960629,0.8572147958249405,0.815531335635566
Nithish Kumar Reddy,32,0.65625,0.84375,0.09375,0.09375,0.640625,0.0601503759398496,0.8570772862388529,0.815400512676197
K Rabada,18,0.5,0.8333333333333334,0.1111111111111111,0.0,0.4722222222222222,0.0347490347490347,0.8570755140522582,0.8153988266650506
PP Chawla,51,0.5588235294117647,1.0980392156862746,0.1372549019607843,0.0980392156862745,0.7156862745098039,0.0925589836660617,0.8565610095808888,0.8149093408083319
P Negi,33,0.5909090909090909,1.2121212121212122,0.1212121212121212,0.1212121212121212,0.6363636363636364,0.0619136960600375,0.8564073476155155,0.8147631509053255
SO Hetmyer,112,0.5758928571428571,1.3214285714285714,0.1607142857142857,0.0535714285714285,0.7901785714285714,0.1830065359477124,0.8561521507827936,0.8145203634326251
MG Johnson,35,0.7285714285714285,0.8857142857142857,0.0571428571428571,0.0571428571428571,0.6428571428571429,0.0654205607476635,0.8560095631384481,0.8143847093438197
VY Mahesh,10,0.5,0.3,0.0,0.1,0.1,0.0196078431372549,0.855813953488372,0.8141986115303349
MJ McClenaghan,16,0.625,0.75,0.0625,0.0625,0.375,0.0310077519379844,0.8555525509284297,0.8139499200939685
B Sumanth,19,0.5,0.8421052631578947,0.1052631578947368,0.0526315789473684,0.4473684210526316,0.0366088631984585,0.8554241161446431,0.8138277306599156
RA Jadeja,112,0.6205357142857143,1.2232142857142858,0.1071428571428571,0.0892857142857142,0.7857142857142857,0.1830065359477124,0.8553351573187413,0.8137430976012499
IK Pathan,15,0.5,0.6,0.0666666666666666,0.0,0.3333333333333333,0.029126213592233,0.8552720704447957,0.8136830784289018
Harpreet Brar,11,0.5,0.3636363636363636,0.0,0.0909090909090909,0.1363636363636363,0.0215264187866927,0.8551176443817412,0.8135361615837037
MK Tiwary,69,0.5797101449275363,1.1304347826086956,0.1304347826086956,0.0434782608695652,0.7391304347826086,0.1212653778558875,0.8549474802795602,0.8133742719870649
PP Ojha,10,0.55,0.3,0.0,0.3,0.05,0.0196078431372549,0.8548335613315092,0.8132658925326846
V Sehwag,158,0.5316455696202531,1.4113924050632911,0.2025316455696202,0.050632911392405,0.8037974683544303,0.2401215805471124,0.8548102071110483,0.8132436739490834
STR Binny,51,0.5686274509803921,1.156862745098039,0.1568627450980392,0.1176470588235294,0.6862745098039216,0.0925589836660617,0.853838686531887,0.8123193951342755
MS Wade,43,0.627906976744186,1.0,0.1627906976744186,0.0465116279069767,0.6511627906976745,0.0791896869244935,0.8535269176410124,0.8120227865115325
A Mishra,19,0.5,0.8421052631578947,0.1052631578947368,0.1578947368421052,0.3947368421052631,0.0366088631984585,0.85349733387104,0.8119946413003716
SL Malinga,29,0.5517241379310345,1.103448275862069,0.1379310344827586,0.1379310344827586,0.5517241379310345,0.054820415879017,0.8534312216995648,0.8119317439404945
RA Tripathi,110,0.6227272727272727,1.309090909090909,0.1909090909090909,0.0636363636363636,0.7727272727272727,0.180327868852459,0.8532215020968357,0.8117322222936965
P Kumar,13,0.7307692307692307,0.5384615384615384,0.0,0.3846153846153846,0.1538461538461538,0.0253411306042884,0.8527585112652432,0.811291745142445
PP Shaw,142,0.5,1.408450704225352,0.2183098591549295,0.0492957746478873,0.7887323943661971,0.2211838006230529,0.852749402303847,0.8112830791190749
AP Tare,36,0.5138888888888888,1.1666666666666667,0.1666666666666666,0.1111111111111111,0.5972222222222222,0.0671641791044776,0.8525468587296078,0.8110903845547391
TH David,19,0.5,0.7894736842105263,0.0526315789473684,0.1052631578947368,0.3684210526315789,0.0366088631984585,0.8525339427342384,0.8110780966205995
TM Head,31,0.5161290322580645,1.096774193548387,0.1290322580645161,0.0967741935483871,0.5483870967741935,0.0583804143126177,0.8521000306573819,0.8106652842224576
Niraj Patel,51,0.6078431372549019,1.156862745098039,0.196078431372549,0.0392156862745098,0.6666666666666666,0.0925589836660617,0.8520238044992191,0.8105927646849046
KS Bharat,16,0.5,0.5625,0.0,0.0625,0.25,0.0310077519379844,0.8516765819361817,0.8102624263823275
H Klaasen,93,0.5913978494623656,1.2473118279569892,0.1075268817204301,0.032258064516129,0.7473118279569892,0.1568296795952782,0.8515431977724617,0.8101355282399705
SP Goswami,22,0.6136363636363636,0.7727272727272727,0.0909090909090909,0.2272727272727272,0.4090909090909091,0.0421455938697318,0.851465739998218,0.8100618369756666
T Kohler-Cadmore,31,0.5,0.967741935483871,0.1612903225806451,0.064516129032258,0.532258064516129,0.0583804143126177,0.8511584110716945,0.8097694524168048
WA Mota,27,0.5,0.925925925925926,0.074074074074074,0.037037037037037,0.4814814814814814,0.0512333965844402,0.8509774502449141,0.8095972911038167
AJ Finch,69,0.5,1.2463768115942029,0.2028985507246377,0.0434782608695652,0.7028985507246377,0.1212653778558875,0.8505538071688397,0.8091942483596335
EJG Morgan,18,0.7222222222222222,0.5,0.0,0.1111111111111111,0.2777777777777778,0.0347490347490347,0.8503187572955014,0.8089706281677305
SA Yadav,366,0.5819672131147541,1.3442622950819672,0.1775956284153005,0.0300546448087431,0.8210382513661202,0.4226327944572748,0.8498442451259466,0.8085191899222671
CJ Jordan,18,0.6111111111111112,0.5,0.0,0.1666666666666666,0.25,0.0347490347490347,0.8493535063302505,0.8080523140966848
AB de Villiers,230,0.5391304347826087,1.391304347826087,0.1434782608695652,0.0347826086956521,0.8021739130434783,0.3150684931506849,0.8492672825740682,0.807970283110536
R Parag,57,0.631578947368421,1.0701754385964912,0.087719298245614,0.087719298245614,0.6578947368421053,0.1023339317773788,0.8491294726733748,0.8078391744398461
PK Garg,27,0.5,0.8888888888888888,0.074074074074074,0.074074074074074,0.4444444444444444,0.0512333965844402,0.849079917038083,0.8077920285277193
KV Sharma,19,0.631578947368421,0.631578947368421,0.0526315789473684,0.1578947368421052,0.2631578947368421,0.0366088631984585,0.8486803781870322,0.8074119179015113
KMA Paul,24,0.5,0.6666666666666666,0.0833333333333333,0.0833333333333333,0.3333333333333333,0.0458015267175572,0.8463074738150187,0.805154399854379
AM Rahane,234,0.6196581196581197,1.1666666666666667,0.1239316239316239,0.0427350427350427,0.7927350427350427,0.3188010899182561,0.8460015208161713,0.8048633243164777
CA Lynn,64,0.5,1.1875,0.171875,0.0625,0.6484375,0.1134751773049645,0.8456828302820386,0.8045601306266096
R Sathish,31,0.5,0.8387096774193549,0.032258064516129,0.032258064516129,0.4193548387096774,0.0583804143126177,0.8445670739718829,0.8034986297772345
JO Holder,42,0.5,0.9761904761904762,0.119047619047619,0.0476190476190476,0.5238095238095238,0.077490774907749,0.8440315798506821,0.8029891749264609
Anirudh Singh,42,0.5,0.9523809523809524,0.119047619047619,0.0238095238095238,0.5238095238095238,0.077490774907749,0.8440315798506821,0.8029891749264609
B Kumar,25,0.58,0.6,0.04,0.12,0.28,0.0476190476190476,0.8427906976744185,0.8018086326592212
MK Pandey,477,0.5733752620545073,1.259958071278826,0.1551362683438155,0.0272536687631027,0.8113207547169812,0.4882292732855681,0.8418271405108186,0.8008919300259733
ML Hayden,79,0.6962025316455697,0.9746835443037974,0.1265822784810126,0.050632911392405,0.6392405063291139,0.1364421416234887,0.8393179901192915,0.7985047911430713
IR Jaggi,40,0.5,0.825,0.075,0.025,0.4375,0.074074074074074,0.8388242894056848,0.798035097427642
DPMD Jayawardene,86,0.5,1.197674418604651,0.1511627906976744,0.0465116279069767,0.6511627906976745,0.1467576791808873,0.8386776728311771,0.79789561032194
Shahbaz Ahmed,55,0.5636363636363636,0.9272727272727272,0.0909090909090909,0.0727272727272727,0.5454545454545454,0.0990990990990991,0.8386758851875131,0.7978939096053494
TM Dilshan,128,0.5,1.2734375,0.171875,0.0234375,0.7109375,0.2038216560509554,0.8383202488520219,0.7975555666636547
JEC Franklin,56,0.5,1.0357142857142858,0.0714285714285714,0.0357142857142857,0.5357142857142857,0.1007194244604316,0.8371674753220678,0.7964588486168505
GJ Maxwell,61,0.5081967213114754,1.098360655737705,0.1311475409836065,0.1147540983606557,0.5491803278688525,0.1087344028520499,0.8359449488040459,0.7952957694341902
NV Ojha,73,0.5273972602739726,1.0273972602739727,0.1232876712328767,0.0684931506849315,0.5958904109589042,0.1273996509598604,0.8358902552863346,0.7952437354775123
KS Williamson,231,0.5822510822510822,1.173160173160173,0.1341991341991342,0.0303030303030303,0.7532467532467533,0.3160054719562243,0.8337416091368943,0.7931995707330447
PA Patel,228,0.5942982456140351,1.1710526315789471,0.1798245614035087,0.043859649122807,0.75,0.3131868131868132,0.8330564784053156,0.7925477555948428
N Rana,60,0.5083333333333333,1.0166666666666666,0.1,0.0833333333333333,0.5083333333333333,0.1071428571428571,0.8320805647840532,0.7916192973567333
SE Rutherford,63,0.5,0.984126984126984,0.1269841269841269,0.0793650793650793,0.5158730158730159,0.1119005328596802,0.8311991408153991,0.7907807340585743
R Ashwin,67,0.7388059701492538,0.8805970149253731,0.0597014925373134,0.1044776119402985,0.5223880597014925,0.1181657848324514,0.8297444731553257,0.7893968019735198
MP Stoinis,163,0.50920245398773,1.2515337423312884,0.1717791411042944,0.0490797546012269,0.7024539877300614,0.2458521870286576,0.8295099793047809,0.7891737107668998
AT Rayudu,373,0.6702412868632708,1.0670241286863271,0.1152815013404825,0.0455764075067024,0.7734584450402144,0.427262313860252,0.829284211087136,0.7889589208951234
C Munro,91,0.5,1.0769230769230769,0.1428571428571428,0.0439560439560439,0.5879120879120879,0.1539763113367174,0.827352142604179,0.7871208023767317
S Badrinath,133,0.5601503759398496,1.0526315789473684,0.1428571428571428,0.037593984962406,0.6578947368421053,0.2101105845181674,0.826169220030126,0.7859954013320116
AR Patel,78,0.5576923076923077,0.935897435897436,0.0897435897435897,0.0897435897435897,0.5256410256410257,0.1349480968858131,0.8243341112094632,0.7842495276550278
AA Bilakhia,74,0.6081081081081081,0.8648648648648649,0.054054054054054,0.054054054054054,0.5,0.1289198606271777,0.8231099586743376,0.7830849015229836
SV Samson,153,0.5359477124183006,1.1503267973856208,0.1372549019607843,0.0588235294117647,0.6633986928104575,0.2343032159264931,0.8223049253890808,0.7823190142873058
D Padikkal,68,0.5735294117647058,0.8970588235294118,0.088235294117647,0.0735294117647058,0.4632352941176471,0.1197183098591549,0.8221216835899116,0.782144682917912
G Gambhir,143,0.5804195804195804,1.013986013986014,0.1328671328671328,0.0699300699300699,0.6293706293706294,0.2223950233281493,0.8172085789721146,0.7774704859831597
TL Suman,109,0.6100917431192661,0.8990825688073395,0.1009174311926605,0.055045871559633,0.5642201834862385,0.1789819376026272,0.8160346736930537,0.7763536637528331
DJ Hooda,121,0.5413223140495868,1.0661157024793388,0.0743801652892562,0.0743801652892562,0.5495867768595041,0.1948470209339774,0.8083174175186308,0.7690116716803419
BB McCullum,99,0.5,0.898989898989899,0.101010101010101,0.0707070707070707,0.4646464646464646,0.1652754590984975,0.80378149629227,0.7646963169826761
Y Venugopal Rao,79,0.5253164556962026,0.7974683544303798,0.050632911392405,0.0759493670886076,0.3734177215189873,0.1364421416234887,0.803048560067478,0.7639990209709279
R Dravid,222,0.5585585585585585,1.0405405405405406,0.1351351351351351,0.0405405405405405,0.6036036036036037,0.3074792243767313,0.7887328480319526,0.7503794336588927
S Dhawan,350,0.6042857142857143,1.042857142857143,0.1371428571428571,0.0571428571428571,0.6685714285714286,0.4117647058823529,0.7876060191518468,0.7493073986612454
KD Karthik,288,0.5590277777777778,1.0729166666666667,0.1354166666666666,0.0625,0.6284722222222222,0.365482233502538,0.782316137409987,0.7442747460013698
